date	year	week	nr	relevance	quality	comment
06.02.2003	20	6	997			
13.02.2003	20	7	998			
20.02.2003	20	8	999			
27.02.2003	20	9	1000			
06.03.2003	20	10	1001			
13.03.2003	20	11	1002			
20.03.2003	20	12	1003			
27.03.2003	20	13	1004			
03.04.2003	20	14	1005			
10.04.2003	20	15	1006			
17.04.2003	20	16	1007			
24.04.2003	20	17	1008			
01.05.2003	20	18	1009			
08.05.2003	20	19	1010			
15.05.2003	20	20	1011			
22.05.2003	20	21	1012			
29.05.2003	20	22	1013			
05.06.2003	20	23	1014			
12.06.2003	20	24	1015			
19.06.2003	20	25	1016			
26.06.2003	20	26	1017			
03.07.2003	20	27	1018			
10.07.2003	20	28	1019			
17.07.2003	20	29	1020			
24.07.2003	20	30	1021			
31.07.2003	20	31	1022			
07.08.2003	20	32	1023			
14.08.2003	20	33	1024			
21.08.2003	20	34	1025			
28.08.2003	20	35	1026			
04.09.2003	20	36	1027			
11.09.2003	20	37	1028			
18.09.2003	20	38	1029			
25.09.2003	20	39	1030			
02.10.2003	20	40	1031			
09.10.2003	20	41	1032			
16.10.2003	20	42	1033			
23.10.2003	20	43	1034			
30.10.2003	20	44	1035			
06.11.2003	20	45	1036			
13.11.2003	20	46	1037			
20.11.2003	20	47	1038			
27.11.2003	20	48	1039			
04.12.2003	20	49	1040			
11.12.2003	20	50	1041			
18.12.2003	20	51	1042			
25.12.2003	20	52	1043			
01.01.2004	21	1	1044			
08.01.2004	21	2	1045			
15.01.2004	21	3	1046			
22.01.2004	21	4	1047			
29.01.2004	21	5	1048			
05.02.2004	21	6	1049			
12.02.2004	21	7	1050			
19.02.2004	21	8	1051			
26.02.2004	21	9	1052			
04.03.2004	21	10	1053			
11.03.2004	21	11	1054			
18.03.2004	21	12	1055			
25.03.2004	21	13	1056			
01.04.2004	21	14	1057			
08.04.2004	21	15	1058			
15.04.2004	21	16	1059			
22.04.2004	21	17	1060			
29.04.2004	21	18	1061			
06.05.2004	21	19	1062			
13.05.2004	21	20	1063			
20.05.2004	21	21	1064			
27.05.2004	21	22	1065			
03.06.2004	21	23	1066			
10.06.2004	21	24	1067			
17.06.2004	21	25	1068			
24.06.2004	21	26	1069			
01.07.2004	21	27	1070			
08.07.2004	21	28	1071			
15.07.2004	21	29	1072			
22.07.2004	21	30	1073			
29.07.2004	21	31	1074			
05.08.2004	21	32	1075			
12.08.2004	21	33	1076			
19.08.2004	21	34	1077			
26.08.2004	21	35	1078			
02.09.2004	21	36	1079			
09.09.2004	21	37	1080			
16.09.2004	21	38	1081			
23.09.2004	21	39	1082			
30.09.2004	21	40	1083			
07.10.2004	21	41	1084			
14.10.2004	21	42	1085			
21.10.2004	21	43	1086			
28.10.2004	21	44	1087			
04.11.2004	21	45	1088			
11.11.2004	21	46	1089			
18.11.2004	21	47	1090			
25.11.2004	21	48	1091			
02.12.2004	21	49	1092			
09.12.2004	21	50	1093			
16.12.2004	21	51	1094			
23.12.2004	21	52	1095			
30.12.2004	21	53	1096			
06.01.2005	22	1	1097			
13.01.2005	22	2	1098			
20.01.2005	22	3	1099			
27.01.2005	22	4	1100			
03.02.2005	22	5	1101			
10.02.2005	22	6	1102			
17.02.2005	22	7	1103			
24.02.2005	22	8	1104			
03.03.2005	22	9	1105			
10.03.2005	22	10	1106			
17.03.2005	22	11	1107			
24.03.2005	22	12	1108			
31.03.2005	22	13	1109			
07.04.2005	22	14	1110			
14.04.2005	22	15	1111			
21.04.2005	22	16	1112			
28.04.2005	22	17	1113			
05.05.2005	22	18	1114			
12.05.2005	22	19	1115			
19.05.2005	22	20	1116			
26.05.2005	22	21	1117			
02.06.2005	22	22	1118			
09.06.2005	22	23	1119			
16.06.2005	22	24	1120			
23.06.2005	22	25	1121			
30.06.2005	22	26	1122			
07.07.2005	22	27	1123			
14.07.2005	22	28	1124			
21.07.2005	22	29	1125			
28.07.2005	22	30	1126			
04.08.2005	22	31	1127			
11.08.2005	22	32	1128			
18.08.2005	22	33	1129			
25.08.2005	22	34	1130			
01.09.2005	22	35	1131			
08.09.2005	22	36	1132			
15.09.2005	22	37	1133			
22.09.2005	22	38	1134			
29.09.2005	22	39	1135			
06.10.2005	22	40	1136			
13.10.2005	22	41	1137			
20.10.2005	22	42	1138			
27.10.2005	22	43	1139			
03.11.2005	22	44	1140			
10.11.2005	22	45	1141			
17.11.2005	22	46	1142			
24.11.2005	22	47	1143			
01.12.2005	22	48	1144			
08.12.2005	22	49	1145			
15.12.2005	22	50	1146			
22.12.2005	22	51	1147			
29.12.2005	22	52	1148			
05.01.2006	23	1	1149			
12.01.2006	23	2	1150			
19.01.2006	23	3	1151			
26.01.2006	23	4	1152			
02.02.2006	23	5	1153			
09.02.2006	23	6	1154			
16.02.2006	23	7	1155			
23.02.2006	23	8	1156			
02.03.2006	23	9	1157			
09.03.2006	23	10	1158			
16.03.2006	23	11	1159			
23.03.2006	23	12	1160			
30.03.2006	23	13	1161			
06.04.2006	23	14	1162			
13.04.2006	23	15	1163			
20.04.2006	23	16	1164			
27.04.2006	23	17	1165			
04.05.2006	23	18	1166			
11.05.2006	23	19	1167			
18.05.2006	23	20	1168			
25.05.2006	23	21	1169			
01.06.2006	23	22	1170			
08.06.2006	23	23	1171			
15.06.2006	23	24	1172			
22.06.2006	23	25	1173			
29.06.2006	23	26	1174			
06.07.2006	23	27	1175			
13.07.2006	23	28	1176			
20.07.2006	23	29	1177			
27.07.2006	23	30	1178			
03.08.2006	23	31	1179			
10.08.2006	23	32	1180			
17.08.2006	23	33	1181			
24.08.2006	23	34	1182			
31.08.2006	23	35	1183			
07.09.2006	23	36	1184			
14.09.2006	23	37	1185			
21.09.2006	23	38	1186			
28.09.2006	23	39	1187			
05.10.2006	23	40	1188			
12.10.2006	23	41	1189			
19.10.2006	23	42	1190			
26.10.2006	23	43	1191			
02.11.2006	23	44	1192			
09.11.2006	23	45	1193			
16.11.2006	23	46	1194			
23.11.2006	23	47	1195			
30.11.2006	23	48	1196			
07.12.2006	23	49	1197			
14.12.2006	23	50	1198			
21.12.2006	23	51	1199			
28.12.2006	23	52	1200			
04.01.2007	24	1	1201			
11.01.2007	24	2	1202			
18.01.2007	24	3	1203			
25.01.2007	24	4	1204			
01.02.2007	24	5	1205			
08.02.2007	24	6	1206			
15.02.2007	24	7	1207			
22.02.2007	24	8	1208			
01.03.2007	24	9	1209			
08.03.2007	24	10	1210			
15.03.2007	24	11	1211			
22.03.2007	24	12	1212			
29.03.2007	24	13	1213			
05.04.2007	24	14	1214			
12.04.2007	24	15	1215			
19.04.2007	24	16	1216			
26.04.2007	24	17	1217			
03.05.2007	24	18	1218			
10.05.2007	24	19	1219			
17.05.2007	24	20	1220			
24.05.2007	24	21	1221			
31.05.2007	24	22	1222			
07.06.2007	24	23	1223			
14.06.2007	24	24	1224			
21.06.2007	24	25	1225			
28.06.2007	24	26	1226			
05.07.2007	24	27	1227			
12.07.2007	24	28	1228			
19.07.2007	24	29	1229			
26.07.2007	24	30	1230			
02.08.2007	24	31	1231			
09.08.2007	24	32	1232			
16.08.2007	24	33	1233			
23.08.2007	24	34	1234			
30.08.2007	24	35	1235			
06.09.2007	24	36	1236			
13.09.2007	24	37	1237			
20.09.2007	24	38	1238			
27.09.2007	24	39	1239			
04.10.2007	24	40	1240			
11.10.2007	24	41	1241			
18.10.2007	24	42	1242			
25.10.2007	24	43	1243			
01.11.2007	24	44	1244			
08.11.2007	24	45	1245			
15.11.2007	24	46	1246			
22.11.2007	24	47	1247			
29.11.2007	24	48	1248			
06.12.2007	24	49	1249			
13.12.2007	24	50	1250			
20.12.2007	24	51	1251			
27.12.2007	24	52	1252			
03.01.2008	25	1	1253			
10.01.2008	25	2	1254			
17.01.2008	25	3	1255			
24.01.2008	25	4	1256			
31.01.2008	25	5	1257			
07.02.2008	25	6	1258			
14.02.2008	25	7	1259			
21.02.2008	25	8	1260			
28.02.2008	25	9	1261			
06.03.2008	25	10	1262			
13.03.2008	25	11	1263			
20.03.2008	25	12	1264			
27.03.2008	25	13	1265			
03.04.2008	25	14	1266			
10.04.2008	25	15	1267			
17.04.2008	25	16	1268			
24.04.2008	25	17	1269			
01.05.2008	25	18	1270			
08.05.2008	25	19	1271			
15.05.2008	25	20	1272			
22.05.2008	25	21	1273			
29.05.2008	25	22	1274			
05.06.2008	25	23	1275			
12.06.2008	25	24	1276			
19.06.2008	25	25	1277			
26.06.2008	25	26	1278			
03.07.2008	25	27	1279			
10.07.2008	25	28	1280			
17.07.2008	25	29	1281			
24.07.2008	25	30	1282			
31.07.2008	25	31	1283			
07.08.2008	25	32	1284			
14.08.2008	25	33	1285			
21.08.2008	25	34	1286			
28.08.2008	25	35	1287			
04.09.2008	25	36	1288			
11.09.2008	25	37	1289			
18.09.2008	25	38	1290			
25.09.2008	25	39	1291			
02.10.2008	25	40	1292			
09.10.2008	25	41	1293			
16.10.2008	25	42	1294			
23.10.2008	25	43	1295			
30.10.2008	25	44	1296			
06.11.2008	25	45	1297			
13.11.2008	25	46	1298			
20.11.2008	25	47	1299			
27.11.2008	25	48	1300			
04.12.2008	25	49	1301			
11.12.2008	25	50	1302			
18.12.2008	25	51	1303			
25.12.2008	25	52	1304			
01.01.2009	26	1	1305			
08.01.2009	26	2	1306			
15.01.2009	26	3	1307			
22.01.2009	26	4	1308			
29.01.2009	26	5	1309			
05.02.2009	26	6	1310			
12.02.2009	26	7	1311			
19.02.2009	26	8	1312			
26.02.2009	26	9	1313			
05.03.2009	26	10	1314			
12.03.2009	26	11	1315			
19.03.2009	26	12	1316			
26.03.2009	26	13	1317			
02.04.2009	26	14	1318			
09.04.2009	26	15	1319			
16.04.2009	26	16	1320			
23.04.2009	26	17	1321			
30.04.2009	26	18	1322			
07.05.2009	26	19	1323			
14.05.2009	26	20	1324			
21.05.2009	26	21	1325			
28.05.2009	26	22	1326			
04.06.2009	26	23	1327			
11.06.2009	26	24	1328			
18.06.2009	26	25	1329			
25.06.2009	26	26	1330			
02.07.2009	26	27	1331			
09.07.2009	26	28	1332			
16.07.2009	26	29	1333			
23.07.2009	26	30	1334			
30.07.2009	26	31	1335			
06.08.2009	26	32	1336			
13.08.2009	26	33	1337			
20.08.2009	26	34	1338			
27.08.2009	26	35	1339			
03.09.2009	26	36	1340			
10.09.2009	26	37	1341			
17.09.2009	26	38	1342			
24.09.2009	26	39	1343			
01.10.2009	26	40	1344			
08.10.2009	26	41	1345			
15.10.2009	26	42	1346			
22.10.2009	26	43	1347			
29.10.2009	26	44	1348			
05.11.2009	26	45	1349			
12.11.2009	26	46	1350			
19.11.2009	26	47	1351			
26.11.2009	26	48	1352			
03.12.2009	26	49	1353			
10.12.2009	26	50	1354			
17.12.2009	26	51	1355			
24.12.2009	26	52	1356			
31.12.2009	27	1	1357			
07.01.2010	27	2	1358			
14.01.2010	27	3	1359			
21.01.2010	27	4	1360			
28.01.2010	27	5	1361			
04.02.2010	27	6	1362			
11.02.2010	27	7	1363			
18.02.2010	27	8	1364			
25.02.2010	27	9	1365			
04.03.2010	27	10	1366			
11.03.2010	27	11	1367			
18.03.2010	27	12	1368			
25.03.2010	27	13	1369			
01.04.2010	27	14	1370			
08.04.2010	27	15	1371			
15.04.2010	27	16	1372			
22.04.2010	27	17	1373			
29.04.2010	27	18	1374			
06.05.2010	27	19	1375			
13.05.2010	27	20	1376			
20.05.2010	27	21	1377			
27.05.2010	27	22	1378			
03.06.2010	27	23	1379			
10.06.2010	27	24	1380			
17.06.2010	27	25	1381			
24.06.2010	27	26	1382			
01.07.2010	27	27	1383			
08.07.2010	27	28	1384			
15.07.2010	27	29	1385			
22.07.2010	27	30	1386			
29.07.2010	27	31	1387			
05.08.2010	27	32	1388			
12.08.2010	27	33	1389			
19.08.2010	27	34	1390			
26.08.2010	27	35	1391			
02.09.2010	27	36	1392			
09.09.2010	27	37	1393			
16.09.2010	27	38	1394			
23.09.2010	27	39	1395			
30.09.2010	27	40	1396			
07.10.2010	27	41	1397			
14.10.2010	27	42	1398			
21.10.2010	27	43	1399			
28.10.2010	27	44	1400			
04.11.2010	27	45	1401			
11.11.2010	27	46	1402			
18.11.2010	27	47	1403			
25.11.2010	27	48	1404			
02.12.2010	27	49	1405			
09.12.2010	27	50	1406			
16.12.2010	27	51	1407			
23.12.2010	27	52	1408			
30.12.2010	28	1	1409			
06.01.2011	28	2	1410			
13.01.2011	28	3	1411			
20.01.2011	28	4	1412			
27.01.2011	28	5	1413			
03.02.2011	28	6	1414			
10.02.2011	28	7	1415			
17.02.2011	28	8	1416			
24.02.2011	28	9	1417			
03.03.2011	28	10	1418			
10.03.2011	28	11	1419			
17.03.2011	28	12	1420			
24.03.2011	28	13	1421			
31.03.2011	28	14	1422			
07.04.2011	28	15	1423			
14.04.2011	28	16	1424			
21.04.2011	28	17	1425			
28.04.2011	28	18	1426			
05.05.2011	28	19	1427			
12.05.2011	28	20	1428			
19.05.2011	28	21	1429			
26.05.2011	28	22	1430			
02.06.2011	28	23	1431			
09.06.2011	28	24	1432			
16.06.2011	28	25	1433			
23.06.2011	28	26	1434			
30.06.2011	28	27	1435			
07.07.2011	28	28	1436			
14.07.2011	28	29	1437			
21.07.2011	28	30	1438			
28.07.2011	28	31	1439			
04.08.2011	28	32	1440			
11.08.2011	28	33	1441			
18.08.2011	28	34	1442			
25.08.2011	28	35	1443			
01.09.2011	28	36	1444			
08.09.2011	28	37	1445			
15.09.2011	28	38	1446			
22.09.2011	28	39	1447			
29.09.2011	28	40	1448			
06.10.2011	28	41	1449			
13.10.2011	28	42	1450			
20.10.2011	28	43	1451			
27.10.2011	28	44	1452			
03.11.2011	28	45	1453			
10.11.2011	28	46	1454			
17.11.2011	28	47	1455			
24.11.2011	28	48	1456			
01.12.2011	28	49	1457			
08.12.2011	28	50	1458			
15.12.2011	28	51	1459			
22.12.2011	28	52	1460			
29.12.2011	28	53	1461			
05.01.2012	29	1	1462			
12.01.2012	29	2	1463			
19.01.2012	29	3	1464			
26.01.2012	29	4	1465			
02.02.2012	29	5	1466			
09.02.2012	29	6	1467			
16.02.2012	29	7	1468			
23.02.2012	29	8	1469			
01.03.2012	29	9	1470			
08.03.2012	29	10	1471			
15.03.2012	29	11	1472			
22.03.2012	29	12	1473			
29.03.2012	29	13	1474			
05.04.2012	29	14	1475			
12.04.2012	29	15	1476			
19.04.2012	29	16	1477			
26.04.2012	29	17	1478			
03.05.2012	29	18	1479			
10.05.2012	29	19	1480			
17.05.2012	29	20	1481			
24.05.2012	29	21	1482			
31.05.2012	29	22	1483			
07.06.2012	29	23	1484			
14.06.2012	29	24	1485			
21.06.2012	29	25	1486			
28.06.2012	29	26	1487			
05.07.2012	29	27	1488			
12.07.2012	29	28	1489			
19.07.2012	29	29	1490			
26.07.2012	29	30	1491			
02.08.2012	29	31	1492			
09.08.2012	29	32	1493			
16.08.2012	29	33	1494			
23.08.2012	29	34	1495			
30.08.2012	29	35	1496			
06.09.2012	29	36	1497			
13.09.2012	29	37	1498			
20.09.2012	29	38	1499			
27.09.2012	29	39	1500			
04.10.2012	29	40	1501			
11.10.2012	29	41	1502			
18.10.2012	29	42	1503			
25.10.2012	29	43	1504			
01.11.2012	29	44	1505			
08.11.2012	29	45	1506			
15.11.2012	29	46	1507			
22.11.2012	29	47	1508			
29.11.2012	29	48	1509			
06.12.2012	29	49	1510			
13.12.2012	29	50	1511			
20.12.2012	29	51	1512			
27.12.2012	29	52	1513			
03.01.2013	30	1	1514			
10.01.2013	30	2	1515			
17.01.2013	30	3	1516			
24.01.2013	30	4	1517			
31.01.2013	30	5	1518			
07.02.2013	30	6	1519			
14.02.2013	30	7	1520			
21.02.2013	30	8	1521			
28.02.2013	30	9	1522			
07.03.2013	30	10	1523			
14.03.2013	30	11	1524			
21.03.2013	30	12	1525			
28.03.2013	30	13	1526			
04.04.2013	30	14	1527			
11.04.2013	30	15	1528			
18.04.2013	30	16	1529			
25.04.2013	30	17	1530			
02.05.2013	30	18	1531			
09.05.2013	30	19	1532			
16.05.2013	30	20	1533			
23.05.2013	30	21	1534			
30.05.2013	30	22	1535			
06.06.2013	30	23	1536			
13.06.2013	30	24	1537			
20.06.2013	30	25	1538			
27.06.2013	30	26	1539			
04.07.2013	30	27	1540			
11.07.2013	30	28	1541			
18.07.2013	30	29	1542			
25.07.2013	30	30	1543			
01.08.2013	30	31	1544			
08.08.2013	30	32	1545			
15.08.2013	30	33	1546			
22.08.2013	30	34	1547			
29.08.2013	30	35	1548			
05.09.2013	30	36	1549			
12.09.2013	30	37	1550			
19.09.2013	30	38	1551			
26.09.2013	30	39	1552			
03.10.2013	30	40	1553			
10.10.2013	30	41	1554			
17.10.2013	30	42	1555			
24.10.2013	30	43	1556			
31.10.2013	30	44	1557			
07.11.2013	30	45	1558			
14.11.2013	30	46	1559			
21.11.2013	30	47	1560			
28.11.2013	30	48	1561			
05.12.2013	30	49	1562			
12.12.2013	30	50	1563			
19.12.2013	30	51	1564			
26.12.2013	30	52	1565			
02.01.2014	31	1	1566			
09.01.2014	31	2	1567			
16.01.2014	31	3	1568			
23.01.2014	31	4	1569			
30.01.2014	31	5	1570			
06.02.2014	31	6	1571			
13.02.2014	31	7	1572			
20.02.2014	31	8	1573			
27.02.2014	31	9	1574			
06.03.2014	31	10	1575			
13.03.2014	31	11	1576			
20.03.2014	31	12	1577			
27.03.2014	31	13	1578			
03.04.2014	31	14	1579			
10.04.2014	31	15	1580			
17.04.2014	31	16	1581			
24.04.2014	31	17	1582			
01.05.2014	31	18	1583			
08.05.2014	31	19	1584			
15.05.2014	31	20	1585			
22.05.2014	31	21	1586			
29.05.2014	31	22	1587			
05.06.2014	31	23	1588			
12.06.2014	31	24	1589			
19.06.2014	31	25	1590			
26.06.2014	31	26	1591			
03.07.2014	31	27	1592			
10.07.2014	31	28	1593			
17.07.2014	31	29	1594			
24.07.2014	31	30	1595			
31.07.2014	31	31	1596			
07.08.2014	31	32	1597			
14.08.2014	31	33	1598			
21.08.2014	31	34	1599			
28.08.2014	31	35	1600			
04.09.2014	31	36	1601			
11.09.2014	31	37	1602			
18.09.2014	31	38	1603			
25.09.2014	31	39	1604			
02.10.2014	31	40	1605			
09.10.2014	31	41	1606			
16.10.2014	31	42	1607			
23.10.2014	31	43	1608			
30.10.2014	31	44	1609			
06.11.2014	31	45	1610			
13.11.2014	31	46	1611			
20.11.2014	31	47	1612			
27.11.2014	31	48	1613			
04.12.2014	31	49	1614			
11.12.2014	31	50	1615			
18.12.2014	31	51	1616			
25.12.2014	31	52	1617			
01.01.2015	32	1	1618			
08.01.2015	32	2	1619			
15.01.2015	32	3	1620			
22.01.2015	32	4	1621			
29.01.2015	32	5	1622			
05.02.2015	32	6	1623			
12.02.2015	32	7	1624			
19.02.2015	32	8	1625			
26.02.2015	32	9	1626			
05.03.2015	32	10	1627			
12.03.2015	32	11	1628			
19.03.2015	32	12	1629			
26.03.2015	32	13	1630			
02.04.2015	32	14	1631			
09.04.2015	32	15	1632			
16.04.2015	32	16	1633			
23.04.2015	32	17	1634			
30.04.2015	32	18	1635			
07.05.2015	32	19	1636			
14.05.2015	32	20	1637			
21.05.2015	32	21	1638			
28.05.2015	32	22	1639			
04.06.2015	32	23	1640			
11.06.2015	32	24	1641			
18.06.2015	32	25	1642			
25.06.2015	32	26	1643			
02.07.2015	32	27	1644			
09.07.2015	32	28	1645			
16.07.2015	32	29	1646			
23.07.2015	32	30	1647			
30.07.2015	32	31	1648			
06.08.2015	32	32	1649			
13.08.2015	32	33	1650			
20.08.2015	32	34	1651			
27.08.2015	32	35	1652			
03.09.2015	32	36	1653			
10.09.2015	32	37	1654			
17.09.2015	32	38	1655			
24.09.2015	32	39	1656			
01.10.2015	32	40	1657			
08.10.2015	32	41	1658			
15.10.2015	32	42	1659			
22.10.2015	32	43	1660			
29.10.2015	32	44	1661			
05.11.2015	32	45	1662			
12.11.2015	32	46	1663			
19.11.2015	32	47	1664			
26.11.2015	32	48	1665			
03.12.2015	32	49	1666			
10.12.2015	32	50	1667			
17.12.2015	32	51	1668			
24.12.2015	32	52	1669			
31.12.2015	33	1	1670			
07.01.2016	33	2	1671			
14.01.2016	33	3	1672			
21.01.2016	33	4	1673			
28.01.2016	33	5	1674			
04.02.2016	33	6	1675			
11.02.2016	33	7	1676			
18.02.2016	33	8	1677			
25.02.2016	33	9	1678			
03.03.2016	33	10	1679			
10.03.2016	33	11	1680			
17.03.2016	33	12	1681			
24.03.2016	33	13	1682			
31.03.2016	33	14	1683			
07.04.2016	33	15	1684			
14.04.2016	33	16	1685			
21.04.2016	33	17	1686			
28.04.2016	33	18	1687			
05.05.2016	33	19	1688			
12.05.2016	33	20	1689			
19.05.2016	33	21	1690			
26.05.2016	33	22	1691			
02.06.2016	33	23	1692			
09.06.2016	33	24	1693			
16.06.2016	33	25	1694			
23.06.2016	33	26	1695			
30.06.2016	33	27	1696			
07.07.2016	33	28	1697			
14.07.2016	33	29	1698			
21.07.2016	33	30	1699			
28.07.2016	33	31	1700			
04.08.2016	33	32	1701			
11.08.2016	33	33	1702			
18.08.2016	33	34	1703			
25.08.2016	33	35	1704			
01.09.2016	33	36	1705			
08.09.2016	33	37	1706			
15.09.2016	33	38	1707			
22.09.2016	33	39	1708			
29.09.2016	33	40	1709			
06.10.2016	33	41	1710			
13.10.2016	33	42	1711			
20.10.2016	33	43	1712			
27.10.2016	33	44	1713			
03.11.2016	33	45	1714			
10.11.2016	33	46	1715			
17.11.2016	33	47	1716			
24.11.2016	33	48	1717			
01.12.2016	33	49	1718			
08.12.2016	33	50	1719			
15.12.2016	33	51	1720			
22.12.2016	33	52	1721			
29.12.2016	34	1	1722			
05.01.2017	34	2	1723			
12.01.2017	34	3	1724			
19.01.2017	34	4	1725			
26.01.2017	34	5	1726			
02.02.2017	34	6	1727			
09.02.2017	34	7	1728			
16.02.2017	34	8	1729			
23.02.2017	34	9	1730			
02.03.2017	34	10	1731			
09.03.2017	34	11	1732			
16.03.2017	34	12	1733			
23.03.2017	34	13	1734			
30.03.2017	34	14	1735			
06.04.2017	34	15	1736			
13.04.2017	34	16	1737			
20.04.2017	34	17	1738			
27.04.2017	34	18	1739			
04.05.2017	34	19	1740			
11.05.2017	34	20	1741			
18.05.2017	34	21	1742			
25.05.2017	34	22	1743			
01.06.2017	34	23	1744			
08.06.2017	34	24	1745			
15.06.2017	34	25	1746			
22.06.2017	34	26	1747			
29.06.2017	34	27	1748			
06.07.2017	34	28	1749			
13.07.2017	34	29	1750			
20.07.2017	34	30	1751			
27.07.2017	34	31	1752			
03.08.2017	34	32	1753			
10.08.2017	34	33	1754			
17.08.2017	34	34	1755			
24.08.2017	34	35	1756			
31.08.2017	34	36	1757			
07.09.2017	34	37	1758			
14.09.2017	34	38	1759			
21.09.2017	34	39	1760			
28.09.2017	34	40	1761			
05.10.2017	34	41	1762			
12.10.2017	34	42	1763			
19.10.2017	34	43	1764			
26.10.2017	34	44	1765			
02.11.2017	34	45	1766			
09.11.2017	34	46	1767			
16.11.2017	34	47	1768			
23.11.2017	34	48	1769			
30.11.2017	34	49	1770			
07.12.2017	34	50	1771			
14.12.2017	34	51	1772			
21.12.2017	34	52	1773			
28.12.2017	35	1	1774			
04.01.2018	35	2	1775			
11.01.2018	35	3	1776			
18.01.2018	35	4	1777			
25.01.2018	35	5	1778			
01.02.2018	35	6	1779			
08.02.2018	35	7	1780			
15.02.2018	35	8	1781			
22.02.2018	35	9	1782			
01.03.2018	35	10	1783			
08.03.2018	35	11	1784			
15.03.2018	35	12	1785			
22.03.2018	35	13	1786			
29.03.2018	35	14	1787			
05.04.2018	35	15	1788			
12.04.2018	35	16	1789			
19.04.2018	35	17	1790			
26.04.2018	35	18	1791			
03.05.2018	35	19	1792			
10.05.2018	35	20	1793			
17.05.2018	35	21	1794			
24.05.2018	35	22	1795			
31.05.2018	35	23	1796			
07.06.2018	35	24	1797			
14.06.2018	35	25	1798			
21.06.2018	35	26	1799			
28.06.2018	35	27	1800			
05.07.2018	35	28	1801			
12.07.2018	35	29	1802			
19.07.2018	35	30	1803			
26.07.2018	35	31	1804			
02.08.2018	35	32	1805			
09.08.2018	35	33	1806			
16.08.2018	35	34	1807			
23.08.2018	35	35	1808			
30.08.2018	35	36	1809			
06.09.2018	35	37	1810			
13.09.2018	35	38	1811			
20.09.2018	35	39	1812			
27.09.2018	35	40	1813			
04.10.2018	35	41	1814			
11.10.2018	35	42	1815			
18.10.2018	35	43	1816			
25.10.2018	35	44	1817			
01.11.2018	35	45	1818			
08.11.2018	35	46	1819			
15.11.2018	35	47	1820			
22.11.2018	35	48	1821			
29.11.2018	35	49	1822			
06.12.2018	35	50	1823			
13.12.2018	35	51	1824			
20.12.2018	35	52	1825			
27.12.2018	35	53	1826			
03.01.2019	36	1	1827			
10.01.2019	36	2	1828			
17.01.2019	36	3	1829			
24.01.2019	36	4	1830			
31.01.2019	36	5	1831			
07.02.2019	36	6	1832			
14.02.2019	36	7	1833			
21.02.2019	36	8	1834			
28.02.2019	36	9	1835			
07.03.2019	36	10	1836			
14.03.2019	36	11	1837			
21.03.2019	36	12	1838			
28.03.2019	36	13	1839			
04.04.2019	36	14	1840			
11.04.2019	36	15	1841			
18.04.2019	36	16	1842			
25.04.2019	36	17	1843			
02.05.2019	36	18	1844			
09.05.2019	36	19	1845			
16.05.2019	36	20	1846			
23.05.2019	36	21	1847			
30.05.2019	36	22	1848			
06.06.2019	36	23	1849			
13.06.2019	36	24	1850			
20.06.2019	36	25	1851			
27.06.2019	36	26	1852			
04.07.2019	36	27	1853			
11.07.2019	36	28	1854			
18.07.2019	36	29	1855			
25.07.2019	36	30	1856			
01.08.2019	36	31	1857			
08.08.2019	36	32	1858			
15.08.2019	36	33	1859			
22.08.2019	36	34	1860			
29.08.2019	36	35	1861			
05.09.2019	36	36	1862			
12.09.2019	36	37	1863			
19.09.2019	36	38	1864			
26.09.2019	36	39	1865			
03.10.2019	36	40	1866			
10.10.2019	36	41	1867			
17.10.2019	36	42	1868			
24.10.2019	36	43	1869			
31.10.2019	36	44	1870			
07.11.2019	36	45	1871			
14.11.2019	36	46	1872			
21.11.2019	36	47	1873			
28.11.2019	36	48	1874			
05.12.2019	36	49	1875			
12.12.2019	36	50	1876			
19.12.2019	36	51	1877			
26.12.2019	36	52	1878			
02.01.2020	37	1	1879			
09.01.2020	37	2	1880			
16.01.2020	37	3	1881			
23.01.2020	37	4	1882			
30.01.2020	37	5	1883			
06.02.2020	37	6	1884			
13.02.2020	37	7	1885			
20.02.2020	37	8	1886			
27.02.2020	37	9	1887			
05.03.2020	37	10	1888			
12.03.2020	37	11	1889			
19.03.2020	37	12	1890			
26.03.2020	37	13	1891			
02.04.2020	37	14	1892			
09.04.2020	37	15	1893			
16.04.2020	37	16	1894			
23.04.2020	37	17	1895			
30.04.2020	37	18	1896			
07.05.2020	37	19	1897			
14.05.2020	37	20	1898			
21.05.2020	37	21	1899			
28.05.2020	37	22	1900			
04.06.2020	37	23	1901			
11.06.2020	37	24	1902			
18.06.2020	37	25	1903			
25.06.2020	37	26	1904			
02.07.2020	37	27	1905			
09.07.2020	37	28	1906			
16.07.2020	37	29	1907			
23.07.2020	37	30	1908			
30.07.2020	37	31	1909			
06.08.2020	37	32	1910			
13.08.2020	37	33	1911			
20.08.2020	37	34	1912			
27.08.2020	37	35	1913			
03.09.2020	37	36	1914			
10.09.2020	37	37	1915			
17.09.2020	37	38	1916			
24.09.2020	37	39	1917			
01.10.2020	37	40	1918			
08.10.2020	37	41	1919			
15.10.2020	37	42	1920			
22.10.2020	37	43	1921			
29.10.2020	37	44	1922			
05.11.2020	37	45	1923			
12.11.2020	37	46	1924			
19.11.2020	37	47	1925			
26.11.2020	37	48	1926			
03.12.2020	37	49	1927			
10.12.2020	37	50	1928			
